Date,Daily_Solar_MJ_m2
2024-12-06,11.462399999999999
2024-12-07,11.1015
2024-12-08,2.2544999999999997
2024-12-09,5.698799999999999
2024-12-10,6.1875
2024-12-11,11.1906
2024-12-12,10.585799999999999
2024-12-13,6.2073
2024-12-14,6.7374
2024-12-15,1.5291
2024-12-16,3.1014
2024-12-17,4.7097
2024-12-18,2.1042
2024-12-19,8.9019
2024-12-20,6.1848
2024-12-21,8.9397
2024-12-22,11.113199999999999
2024-12-23,10.850399999999999
2024-12-24,10.760399999999999
2024-12-25,10.018799999999999
2024-12-26,3.0410999999999997
2024-12-27,2.8295999999999997
2024-12-28,2.6199
2024-12-29,6.4287
2024-12-30,9.1665
2024-12-31,7.7382
2025-01-01,0
