Date,Daily_Solar_MJ_m2
2022-05-01,18.2151
2022-05-02,21.057299999999998
2022-05-03,21.006
2022-05-04,23.0427
2022-05-05,20.6109
2022-05-06,16.8219
2022-05-07,10.6668
2022-05-08,27.5427
2022-05-09,22.1877
2022-05-10,24.3054
2022-05-11,23.7942
2022-05-12,23.904
2022-05-13,22.6206
2022-05-14,22.9527
2022-05-15,23.871599999999997
2022-05-16,25.4682
2022-05-17,28.7577
2022-05-18,25.7733
2022-05-19,25.4151
2022-05-20,24.7383
2022-05-21,25.5897
2022-05-22,19.521
2022-05-23,9.2349
2022-05-24,12.8772
2022-05-25,11.0061
2022-05-26,15.975
2022-05-27,16.8147
2022-05-28,19.9539
2022-05-29,29.063699999999997
2022-05-30,24.6861
2022-05-31,27.7407
2022-06-01,23.1408
2022-06-02,16.7778
2022-06-03,24.254099999999998
2022-06-04,28.6632
2022-06-05,27.468
2022-06-06,20.6118
2022-06-07,14.837399999999999
2022-06-08,13.4055
2022-06-09,22.1409
2022-06-10,15.618599999999999
2022-06-11,28.484099999999998
2022-06-12,21.4974
2022-06-13,24.9831
2022-06-14,26.433
2022-06-15,25.7184
2022-06-16,27.8451
2022-06-17,17.2557
2022-06-18,28.7991
2022-06-19,30.2085
2022-06-20,29.6424
2022-06-21,27.5715
2022-06-22,27.1827
2022-06-23,27.717299999999998
2022-06-24,28.9989
2022-06-25,27.7155
2022-06-26,21.6972
2022-06-27,19.898999999999997
2022-06-28,26.7093
2022-06-29,26.284499999999998
2022-06-30,24.5988
2022-07-01,23.6997
2022-07-02,25.0794
2022-07-03,26.455499999999997
2022-07-04,18.787499999999998
2022-07-05,20.9763
2022-07-06,18.6696
2022-07-07,16.9317
2022-07-08,26.1099
2022-07-09,16.0083
2022-07-10,16.423199999999998
2022-07-11,28.6965
2022-07-12,26.235
2022-07-13,12.143699999999999
2022-07-14,27.5535
2022-07-15,28.485
2022-07-16,24.174
2022-07-17,26.8236
2022-07-18,12.163499999999999
2022-07-19,20.051099999999998
2022-07-20,25.3971
2022-07-21,21.2823
2022-07-22,25.7796
2022-07-23,24.1911
2022-07-24,19.6677
2022-07-25,19.095299999999998
2022-07-26,21.292199999999998
2022-07-27,26.037
2022-07-28,25.1055
2022-07-29,20.3112
2022-07-30,12.2715
2022-07-31,14.194799999999999
2022-08-01,10.1196
2022-08-02,20.510099999999998
2022-08-03,27.031499999999998
2022-08-04,22.500899999999998
2022-08-05,28.4274
2022-08-06,23.799599999999998
2022-08-07,14.662799999999999
2022-08-08,22.058999999999997
2022-08-09,19.332
2022-08-10,7.505999999999999
2022-08-11,22.6449
2022-08-12,26.8407
2022-08-13,26.336699999999997
2022-08-14,25.302599999999998
2022-08-15,22.621499999999997
2022-08-16,12.2022
2022-08-17,9.8712
2022-08-18,24.9732
2022-08-19,18.9513
2022-08-20,13.861799999999999
2022-08-21,9.2952
2022-08-22,13.7898
2022-08-23,10.5444
2022-08-24,10.5138
2022-08-25,19.233
2022-08-26,11.9691
2022-08-27,23.173199999999998
2022-08-28,23.851799999999997
2022-08-29,22.4739
2022-08-30,16.0227
2022-08-31,24.840899999999998
2022-09-01,24.894
2022-09-02,14.8734
2022-09-03,13.652999999999999
2022-09-04,7.3359
2022-09-05,11.1276
2022-09-06,15.8643
2022-09-07,16.488
2022-09-08,22.6512
2022-09-09,15.4809
2022-09-10,5.210999999999999
2022-09-11,15.533999999999999
2022-09-12,23.592599999999997
2022-09-13,22.8537
2022-09-14,22.3983
2022-09-15,21.790799999999997
2022-09-16,19.8783
2022-09-17,14.822999999999999
2022-09-18,20.8053
2022-09-19,20.7351
2022-09-20,20.9439
2022-09-21,20.784599999999998
2022-09-22,16.2054
2022-09-23,22.0365
2022-09-24,20.3571
2022-09-25,10.8324
2022-09-26,21.2958
2022-09-27,21.2157
2022-09-28,21.267
2022-09-29,20.958299999999998
2022-09-30,20.8953
2022-10-01,20.261699999999998
2022-10-02,19.6263
2022-10-03,19.235699999999998
2022-10-04,19.4895
2022-10-05,19.1241
2022-10-06,18.4545
2022-10-07,16.801199999999998
2022-10-08,18.5301
2022-10-09,18.0693
2022-10-10,17.8335
2022-10-11,17.484299999999998
2022-10-12,8.7921
2022-10-13,17.796599999999998
2022-10-14,17.559
2022-10-15,11.402999999999999
2022-10-16,9.5967
2022-10-17,16.8444
2022-10-18,17.3511
2022-10-19,16.8894
2022-10-20,16.2225
2022-10-21,15.6861
2022-10-22,12.950999999999999
2022-10-23,15.495299999999999
2022-10-24,14.5548
2022-10-25,4.761
2022-10-26,8.6112
2022-10-27,15.265799999999999
2022-10-28,14.9049
2022-10-29,10.3212
2022-10-30,3.0852
2022-10-31,5.3892
2022-11-01,12.457799999999999
2022-11-02,13.4109
2022-11-03,13.2921
2022-11-04,12.601799999999999
2022-11-05,1.6155
2022-11-06,4.3677
2022-11-07,8.8299
2022-11-08,11.8584
2022-11-09,12.087
2022-11-10,8.3799
2022-11-11,8.7174
2022-11-12,3.5837999999999997
2022-11-13,9.451799999999999
2022-11-14,10.640699999999999
2022-11-15,2.7666
2022-11-16,12.457799999999999
2022-11-17,12.712499999999999
2022-11-18,11.710799999999999
2022-11-19,8.9622
2022-11-20,12.4884
2022-11-21,11.331
2022-11-22,8.9766
2022-11-23,11.5542
2022-11-24,8.6103
2022-11-25,10.2456
2022-11-26,3.8907
2022-11-27,4.7511
2022-11-28,11.241
2022-11-29,4.554
2022-11-30,11.7369
2022-12-01,9.998099999999999
2022-12-02,6.6204
2022-12-03,5.6502
2022-12-04,6.184799999999999
2022-12-05,0.8361
2022-12-06,3.8276999999999997
2022-12-07,2.448
2022-12-08,3.6081
2022-12-09,2.4129
2022-12-10,4.5099
2022-12-11,1.8377999999999999
2022-12-12,6.228899999999999
2022-12-13,2.8529999999999998
2022-12-14,1.0539
2022-12-15,10.6974
2022-12-16,10.1673
2022-12-17,10.962
2022-12-18,11.113199999999999
2022-12-19,4.8770999999999995
2022-12-20,3.0276
2022-12-21,7.739999999999999
2022-12-22,3.5946
2022-12-23,10.6101
2022-12-24,10.9413
2022-12-25,11.0574
2022-12-26,2.9844
2022-12-27,10.6569
2022-12-28,10.8558
2022-12-29,4.4243999999999994
2022-12-30,3.9438
2022-12-31,6.669
2023-01-01,0
