Date,Daily_Solar_MJ_m2
2019-07-08,26.2881
2019-07-09,27.071099999999998
2019-07-10,24.8112
2019-07-11,21.4803
2019-07-12,17.862299999999998
2019-07-13,23.1165
2019-07-14,13.0644
2019-07-15,9.395999999999999
2019-07-16,21.8619
2019-07-17,10.0899
2019-07-18,18.2322
2019-07-19,18.9621
2019-07-20,24.1074
2019-07-21,14.7006
2019-07-22,19.3338
2019-07-23,24.4512
2019-07-24,27.519299999999998
2019-07-25,27.2826
2019-07-26,26.1225
2019-07-27,22.9608
2019-07-28,18.6768
2019-07-29,24.906599999999997
2019-07-30,13.2579
2019-07-31,26.0136
2019-08-01,19.3023
2019-08-02,22.2273
2019-08-03,21.3525
2019-08-04,20.340899999999998
2019-08-05,23.6736
2019-08-06,24.293699999999998
2019-08-07,18.1674
2019-08-08,17.6211
2019-08-09,19.0485
2019-08-10,17.552699999999998
2019-08-11,23.9031
2019-08-12,23.6223
2019-08-13,24.537599999999998
2019-08-14,19.7307
2019-08-15,25.319699999999997
2019-08-16,25.983
2019-08-17,25.3917
2019-08-18,23.0472
2019-08-19,20.380499999999998
2019-08-20,21.447
2019-08-21,18.4077
2019-08-22,16.796699999999998
2019-08-23,14.2038
2019-08-24,19.3167
2019-08-25,8.0703
2019-08-26,6.602399999999999
2019-08-27,14.469299999999999
2019-08-28,24.2379
2019-08-29,25.2
2019-08-30,24.2739
2019-08-31,23.480999999999998
2019-09-01,17.618399999999998
2019-09-02,21.9681
2019-09-03,22.8186
2019-09-04,22.7367
2019-09-05,23.487299999999998
2019-09-06,22.3497
2019-09-07,20.862
2019-09-08,22.6116
2019-09-09,21.9924
2019-09-10,11.6244
2019-09-11,13.2507
2019-09-12,21.270599999999998
2019-09-13,19.2393
2019-09-14,18.1251
2019-09-15,20.9574
2019-09-16,20.914199999999997
2019-09-17,19.332
2019-09-18,21.1347
2019-09-19,14.947199999999999
2019-09-20,19.6722
2019-09-21,21.5262
2019-09-22,19.264499999999998
2019-09-23,14.015699999999999
2019-09-24,21.0537
2019-09-25,17.034299999999998
2019-09-26,18.1827
2019-09-27,13.9887
2019-09-28,13.6692
2019-09-29,14.4819
2019-09-30,17.295299999999997
2019-10-01,16.425
2019-10-02,17.9181
2019-10-03,17.5887
2019-10-04,17.8686
2019-10-05,17.941499999999998
2019-10-06,14.150699999999999
2019-10-07,3.4686
2019-10-08,5.0571
2019-10-09,13.850999999999999
2019-10-10,7.5537
2019-10-11,9.0837
2019-10-12,17.7831
2019-10-13,11.1222
2019-10-14,13.369499999999999
2019-10-15,6.7509
2019-10-16,15.732899999999999
2019-10-17,17.0595
2019-10-18,12.447
2019-10-19,4.6593
2019-10-20,12.78
2019-10-21,2.3148
2019-10-22,16.179299999999998
2019-10-23,16.0767
2019-10-24,15.5916
2019-10-25,2.4309
2019-10-26,4.3218
2019-10-27,4.733099999999999
2019-10-28,6.399
2019-10-29,5.477399999999999
2019-10-30,2.5812
2019-10-31,4.4235
2019-11-01,14.706
2019-11-02,14.393699999999999
2019-11-03,14.325299999999999
2019-11-04,8.3376
2019-11-05,13.3848
2019-11-06,13.7196
2019-11-07,3.5675999999999997
2019-11-08,11.7729
2019-11-09,13.4019
2019-11-10,13.1013
2019-11-11,7.2504
2019-11-12,13.3065
2019-11-13,13.293
2019-11-14,6.5348999999999995
2019-11-15,9.122399999999999
2019-11-16,12.9897
2019-11-17,10.910699999999999
2019-11-18,10.953899999999999
2019-11-19,11.999699999999999
2019-11-20,11.9988
2019-11-21,4.4676
2019-11-22,1.8189
2019-11-23,2.8728
2019-11-24,11.6784
2019-11-25,11.775599999999999
2019-11-26,6.388199999999999
2019-11-27,7.274699999999999
2019-11-28,7.1316
2019-11-29,2.6936999999999998
2019-11-30,3.9446999999999997
2019-12-01,11.3904
2019-12-02,3.1553999999999998
2019-12-03,9.032399999999999
2019-12-04,10.6794
2019-12-05,10.6083
2019-12-06,4.1562
2019-12-07,10.7028
2019-12-08,6.1812
2019-12-09,1.9071
2019-12-10,1.7991
2019-12-11,11.0367
2019-12-12,9.1503
2019-12-13,1.3995
2019-12-14,7.8588
2019-12-15,7.2603
2019-12-16,4.4874
2019-12-17,2.2931999999999997
2019-12-18,10.0296
2019-12-19,10.5489
2019-12-20,10.2114
2019-12-21,2.2005
2019-12-22,1.1781
2019-12-23,5.6061
2019-12-24,10.705499999999999
2019-12-25,8.8659
2019-12-26,5.6727
2019-12-27,4.0059
2019-12-28,4.6854
2019-12-29,2.1942
2019-12-30,11.1195
2019-12-31,11.2662
2020-01-01,0
